,address,chinese_company_name,company_name,district,email,fax,placement_type,telephone,valid_license
1732,"Room 23A&B, 23rd floor, Way On Commercial Building, 500 Jaffe Road, Causeway Bay, Hong Kong",貝蒂僱佣中心,Betty Employment Agency,Wan Chai District,globaltargetenterprise@yahoo.com.hk,25364081,Foreign Domestic Helpers,25364096,2020
1733,"11th floor, Block B, Haven Commercial Building, 6-8 Tsing Fung Street, North Point, Hong Kong",辰峰僱佣中心,Mornhill Employment Agency,None,None,None,Foreign Domestic Helpers,None,2004
1734,"Room A9, 7th floor, On Shing Industrial Building, 2-16 Wo Liu Hang Road, Fo Tan, New Territories",迅成國際香港有限公司,TRANSEARCH International Hong Kong Limited,Sha Tin District,donald.hsu@transearch.com,None,Office Staff / Executive Search,98105040,2019
1735,"Shop 2, 1st floor, Wang Fai Mansion, 2-12 Wang On Road, Fortress Hill, Hong Kong",迅澤僱傭有限公司,BEST WORKNET EMPLOYMENT AGENCY LIMITED,Eastern District,bestworknetagency@gmail.com,24813934,"Local Domestic Helpers, Foreign Domestic Helpers, Office Staff / Executive Search, Imported Worker",97181457,2017
1736,"Flat 1201, 12th floor, Dominion Centre, 43-59 Queen's Road East, Admiralty, Hong Kong",邦仕滙國際顧問有限公司,BRENTWOOD INTERNATIONAL CONSULTANTS LIMITED,Central and Western District,info@brentwood-co.com,28697955,Office Staff / Executive Search,21112600,2009
1737,"Suite 2701-08, 27th floor, Shui On Centre, 6-8 Harbour Road, Wan Chai, Hong Kong",邦盟滙駿資源管理有限公司,BMI RESOURCES MANAGEMENT LIMITED,Wan Chai District,syiu@bmintelligence.com,28020331,Office Staff / Executive Search,36117076,2016
1738,"9th floor, V-Point, 18 Tang Lung Street, Causeway Bay, Hong Kong",里歷人事有限公司,NTL Recruitment Limited,Wan Chai District,susan.chan@ntl-recruit.hk,None,Office Staff / Executive Search,68007710,2020
1739,"Room 1201, 12th floor, Chinachem Johnston Plaza, 178-186 Johnston Road, Wan Chai, Hong Kong",事立人力資源有限公司,SLATE GLOBAL LIMITED,Wan Chai District,rmarshall@slateglobal.com,None,Office Staff / Executive Search,95181721,2008
1740,"Room D, 26th floor, Block 1, Fairview Garden, 53-61 Wai Tsuen Road, Tsuen Wan, New Territories",事事得僱傭公司,BEST WISHES EMPLOYMENT AGENCY,Tsuen Wan District,happy2002hk@yahoo.com.hk,35665882,"Local Domestic Helpers, Foreign Domestic Helpers, Office Staff / Executive Search, Imported Worker",94887133,2019
1741,"Room C5, 8th floor, Block C, Hong Kong Industrial Centre, 489-491 Castle Peak Road, Lai Chi Kok, Kowloon",事佳宏專業僱佣中心,Sky Wealth Professional Employment Agency,Sham Shui Po District,skyw@skywealthltd.com,27857437,"Local Domestic Helpers, Foreign Domestic Helpers",27861038,2021
1742,"Shop A1-B, 220 Cheung Sha Wan Road, Sham Shui Po, Kowloon",事佳宏專業僱佣中心,Sky Wealth Professional Employment Agency,Sham Shui Po District,helper@skywealthltd.com,27857437,"Local Domestic Helpers, Foreign Domestic Helpers",27861038,2021
1743,"Unit A, 14th floor, JCG Building, 16 Mong Kok Road, Mong Kok, Kowloon",亞太人力發展顧問公司,HKIC Human Resources Services,Yau Tsim Mong District,info@hkichrs.com.hk,27839703,Office Staff / Executive Search,23001148,1995
1744,"Room 1503, 15th floor, Yue Shing Commercial Building, 15 Queen Victoria Street, Central, Hong Kong",亞太僱傭聯盟有限公司,MAIDSDOT.COM LIMITED,Central and Western District,sin@maidsdot.com,25238790,Foreign Domestic Helpers,28828880,2015
1745,"Room 2109, 21st floor, Workingberg Commercial Building, 41-47 Marble Road, North Point, Hong Kong",亞四僱傭有限公司,Asia 4 Domestic Helper Limited,Eastern District,info@asia4dh.com,25701828,Foreign Domestic Helpers,25703228,2010
1746,"Unit B, 17th floor, Wang Cheong Commercial Building, 251 Reclamation Street, Yau Ma Tei, Kowloon",亞洲拓展僱傭有限公司,ASIA EXPANSION LIMITED,Yau Tsim Mong District,asia_expansion@yahoo.com.hk,30201825,"Local Domestic Helpers, Foreign Domestic Helpers",21910199,2011
1747,"Suite 3608, 36th floor, Tower 6, The Gateway, Harbour City, 9 Canton Road, Tsim Sha Tsui, Kowloon",亞洲咨尋,SearchAsia Hong Kong,Yau Tsim Mong District,executive@searchasia.com.hk,21690229,Office Staff / Executive Search,21690878,2007
1748,"2nd floor, Fortuna House, 60 Granville Road, Tsim Sha Tsui, Kowloon",亞洲第一僱傭中心有限公司,ASIATOP EMPLOYMENT AGENCY LIMITED,None,None,None,Foreign Domestic Helpers,None,2009
1749,"Flat A, 2nd floor, Hung To Centre, 94-96 How Ming Street, Kwun Tong, Kowloon",亞洲匯賢社有限公司,Asian Wui Jin Limited,Kwun Tong District,None,None,Office Staff / Executive Search,None,2018
1750,"Room 1101, 11th floor, Jupiter Tower, 9 Jupiter Street, North Point, Hong Kong",亞洲精簡代聘中心(菲傭),Asia Selective Employment Agency,Eastern District,donna821128@yahoo.com.hk,23922698,"Local Domestic Helpers, Foreign Domestic Helpers, Office Staff / Executive Search",23912132,1999
1751,"Room C, 24th floor, Seabright Plaza, 9-23 Shell Street, North Point, Hong Kong",亞洲聯系諮詢有限公司,AsiaHub Consulting Limited,Eastern District,info@asiahub.com.hk,28668378,Office Staff / Executive Search,28668843,2001
1752,"2nd floor, Wing Hing House, 109 Electric Road, North Point, Hong Kong",亞美僱傭中心,YADA CONSULTANTS,Eastern District,yau542@netvigator.com,25669813,Foreign Domestic Helpers,93287765,2013
1753,"Flat C, 12th floor, Kai Fat Building, 204-210 Wing Lok Street, Sheung Wan, Hong Kong",京仕公司,KING TRADING CO.,Central and Western District,famoushk@hotmail.com,31129300,Foreign Domestic Helpers,31164311,2007
1754,"Shop 68, Ground floor, Wing Fok Centre Commercial Block, 1 Luen Chit Street, Fanling, New Territories",依時僱傭,EC-68 Employment Agency,None,None,None,Foreign Domestic Helpers,None,2013
1755,"Flat 103, 1st floor, Cheung Fung Commercial Building, 21-25 Cheung Sha Wan Road, Prince Edward, Kowloon",依奧顧問公司,CEO CONSULTANTS CO.,Yau Tsim Mong District,ceoconsultantsco@gmail.com,None,"Local Domestic Helpers, Foreign Domestic Helpers, Office Staff / Executive Search, Imported Worker",37920016,2020
1756,"Room C, 11th floor, Golden Hill Commercial Building, 39-41 Argyle Street, Mong Kok, Kowloon",依瑪僱傭中心,Emma Maids Employment Centre,Yau Tsim Mong District,emmachung20@gmail.com,23903038,Foreign Domestic Helpers,62263315,2017
1757,"Shop 09, Upper Ground floor, Wing On Plaza, 62 Mody Road, Tsim Sha Tsui, Kowloon",佳辰僱傭公司,K&P Employment Agency,Yau Tsim Mong District,kdagencykaren@gmail.com,27157770,Foreign Domestic Helpers,27140849,2000
1758,"Shop D, Ground floor, Ying Cheong Building, 48 Tai Tong Road, Yuen Long, New Territories",佳和僱傭中心,Hallmark Employment Center,Yuen Long District,None,None,Foreign Domestic Helpers,None,2007
1759,"Shop 10, 1st floor, Cheong Sing Building, 3 Wang Fat Path, Yuen Long, New Territories",佳信僱傭中心,ALL RIGHT EMPLOYMENT AGENCY,None,None,None,Foreign Domestic Helpers,None,2008
1760,"Room 1503, 15th floor, Yu Sung Boon Building, 107 Des Voeux Road Central, Central, Hong Kong",佳美僱傭中心,Caring Employment Centre,Central and Western District,None,21519335,"Foreign Domestic Helpers, Office Staff / Executive Search",21519383,2001
1761,"Shop 161, 1st floor, Union Plaza, 9 Wo Muk Road, Fanling, New Territories",佳晴僱傭中心,BESTLIFE EMPLOYMENT AGENCY,North District,kathycheung919@gmail.com,26766211,Foreign Domestic Helpers,26766223,2020
1762,"Ground floor, 140 Pak Kong New Village, Sai Kung, New Territories",佳善美僱傭中心,Helpful Maids,Sai Kung District,helpfulm@gmail.com,None,Foreign Domestic Helpers,91205196,2003
1763,"Unit 47 & 48, Basement, Pak Ling Building, 368-374 Lockhart Road, Wan Chai, Hong Kong",佳逸僱傭中心,K. D. Employment Agency,Wan Chai District,connieKdea1@gmail.com,25910202,Foreign Domestic Helpers,25911088,2001
1764,"Room 1209, 12th floor, Kwong Wah Plaza, 11 Tai Tong Road, Yuen Long, New Territories",佳傭僱傭中心有限公司,BESTWAY EMPLOYMENT AGENCY (HK) LIMITED,Yuen Long District,lamchan0309@gmail.com,None,"Local Domestic Helpers, Foreign Domestic Helpers",24479028,2020
1765,"Unit J3, 11th floor, Kaiser Estate Phase 2, 51 Man Yue Street, Hung Hom, Kowloon",佳勤海外僱傭有限公司,Good Match Employment Agency Limited,Kowloon City District,rebeccayysee2012@gmail.com,27641550,"Local Domestic Helpers, Foreign Domestic Helpers",23659220,2017
1766,"Room 1901, 19th floor, C. C. Wu Building, 302 Hennessy Road, Wan Chai, Hong Kong",佳勢有限公司,Skymate Limited,None,None,None,Office Staff / Executive Search,None,1994
1767,"Block B, 6th floor, Kwong Fat Building, 274 Sha Tsui Road, Tsuen Wan, New Territories",佳運僱傭,Air Win Employment Co.,None,None,None,"Local Domestic Helpers, Foreign Domestic Helpers",None,2007
1768,"Room C04, 11th floor, Grand Millennium Plaza, 181 Queen's Road Central, Central, Hong Kong",佳實人力資源顧問有限公司,JAST Talent Limited,Central and Western District,info@jastcompliance.com,23609600,Office Staff / Executive Search,52186539,2020
1769,"Room 1001, 10th floor, Kwong Wah Plaza, 11 Tai Tong Road, Yuen Long, New Territories",佳諾僱傭中心,PLEDGE EMPLOYMENT AGENCY CENTRE,Yuen Long District,alrightsun@biznetvigator.com,25681662,"Local Domestic Helpers, Foreign Domestic Helpers",24733488,2020
1770,"2nd floor, Dah Sing Life Building, 99 Des Voeux Road Central, Central, Hong Kong",佳選僱傭公司,CAREGIVER CO.,Central and Western District,caregiver-@hotmail.com,None,"Local Domestic Helpers, Foreign Domestic Helpers",22875079,2015
1771,"House 35, Casa Marina 1, 28 Lo Fai Road, Tai Po, New Territories",佳職人力資源顧問,BRIGHT CAREER HUMAN RESOURCES CONSULTANCY CO.,Tai Po District,None,None,Office Staff / Executive Search,None,2019
1772,"Room 02B, 5th floor, Causeway Bay Commercial Building, 3 Sugar Street, Causeway Bay, Hong Kong",佳譽僱傭服務公司,Sincerity Employment Services Company,Wan Chai District,cb-info@sincerity.hk,21510991,"Local Domestic Helpers, Foreign Domestic Helpers",26250776,2000
1773,"Room 1810, 18th floor, Mega Trade Centre, 1 Mei Wan Street, Tsuen Wan, New Territories",來高國際有限公司,Largo International Limited,Tsuen Wan District,addy@largohk.com,31065977,Office Staff / Executive Search,39984973,2015
1774,"Flat 2001, 20th floor, Mongkok Commercial Centre, 16 Argyle Street, Mong Kok, Kowloon",佰思人力資源服務有限公司,PEX HR SERVICES LIMITED,None,None,None,Office Staff / Executive Search,None,2015
1775,"Room 102, 1st floor, 29 Austin Road, Tsim Sha Tsui, Kowloon",佰聚人事顧問,Peoplus Recruitment,Yau Tsim Mong District,info@peoplus.com.hk,31881291,Office Staff / Executive Search,31881290,2007
1776,"Room 301A, 3rd floor, McDonald's Building, 46-54 Yee Wo Street, Causeway Bay, Hong Kong",兩益公司,LIANG IK COMPANY,Wan Chai District,info@liangik.com,28666613,"Local Domestic Helpers, Foreign Domestic Helpers, Office Staff / Executive Search, Imported Worker",28910100,2012
1777,"Suite 507, 5th floor, Chinachem Golden Plaza, 77 Mody Road, Tsim Sha Tsui East, Kowloon",協力商業顧問有限公司,DEZAN SHIRA & ASSOCIATES LIMITED,Yau Tsim Mong District,hongkong@dezshira.com,23763364,Office Staff / Executive Search,23760334,2009
1778,"Shop 109, 2nd floor, Hop Yick Commercial Centre, 33 Hop Choi Street, Yuen Long, New Territories",協盛人事顧問,Richman Personnel Consultancy,Yuen Long District,richman_personnel@yahoo.com,29440380,Office Staff / Executive Search,29441138,2000
1779,"7th floor, Low Block, Grand Millennium Plaza, 181-183 Queen's Road Central, Sheung Wan, Hong Kong",卓才人力資源有限公司,Visionary Solutions Limited,Central and Western District,jeffrey.hui@vsolutions.hk,35116111,Office Staff / Executive Search,90232607,2015
1780,"Ground floor, Fung Wong Building, 37B Sheung Fung Street, Wong Tai Sin, Kowloon",卓天僱傭,GLORY SKY EMPLOYMENT CO.,Wong Tai Sin District,glorysky88@yahoo.com.hk,23081383,Foreign Domestic Helpers,23081988,2019
1781,"Shop 14, Ground floor, Pearl House, 368 Prince Edward Road West, Kowloon City, Kowloon",卓天僱傭,GLORY SKY EMPLOYMENT CO.,Kowloon City District,glorysky88@yahoo.com.hk,23081383,Foreign Domestic Helpers,23081988,2019
1782,"Room 1903, 19th floor, Capitol Centre, 5-19 Jardine's Bazaar, Causeway Bay, Hong Kong",卓昇顧問有限公司,Talwin Consultants Limited,Wan Chai District,None,None,Office Staff / Executive Search,None,2002
1783,"Room 2318, 23rd floor, Leighton Centre, 77 Leighton Road, Causeway Bay, Hong Kong",卓威人才策略有限公司,EXCEL POWER RECRUITMENT LIMITED,Wan Chai District,resume@excelpower.co,None,Office Staff / Executive Search,37969603,2014
1784,"Room 2A-10, 2nd floor, Hung To Centre, 94-96 How Ming Street, Kwun Tong, Kowloon",卓思管理顧問,Arete Consultants,Kwun Tong District,gloria@strategicon.hk,37281268,Office Staff / Executive Search,37281218,2015
1785,"Shop 3045, 3rd floor, Kwai Chung Plaza, Kwai Chung, New Territories",卓致家傭服務中心,Enhancing Employment Centre,Kwai Tsing District,thomashhk721@gmail.com,None,Foreign Domestic Helpers,None,2018
1786,"Unit C, 20th floor, 8 Hart Avenue, Tsim Sha Tsui, Kowloon",卓能國際服務有限公司,,None,None,None,Office Staff / Executive Search,None,2014
1787,"3rd floor, Skyline Tower, 39 Wang Kwong Road, Kowloon Bay, Kowloon",卓健護理介紹所,Quality HealthCare Nursing Agency,Kwun Tong District,mail.qhna@qhs.com.hk,28516239,Other Non-office Worker,29752391,2005
1788,"Unit 02-03, 29th floor, Cofco Tower, 262 Gloucester Road, Causeway Bay, Hong Kong",卓域人事顧問有限公司,L & K Executive Consultants Limited,Wan Chai District,info@lkconsultants.com,35202474,Office Staff / Executive Search,35202475,2011
1789,"Room E, 9th floor, Lucky Plaza, 315-321 Lockhart Road, Wan Chai, Hong Kong",卓然國際顧問有限公司,Avantie Global Limited,Wan Chai District,sandiemok@avantie.com,21856233,Office Staff / Executive Search,21856231,2003
1790,"Room 612, 6th floor, Sun Cheong Industrial Building, 1 Cheung Shun Street, Lai Chi Kok, Kowloon",卓著專才,EMINENT TALENTS,Sham Shui Po District,kelly@hkelderly.com.hk,30138589,"Local Domestic Helpers, Foreign Domestic Helpers, Office Staff / Executive Search, Imported Worker",23612336,2018
1791,"Shop 124G, Ground floor, 124G Argyle Street, Mong Kok, Kowloon",卓越(海外)僱傭中心,HELPER SMART (OVERSEAS) EMPLOYMENT CENTRE,Yau Tsim Mong District,hk.pexl@gmail.com,27621236,"Local Domestic Helpers, Foreign Domestic Helpers, Imported Worker",27621182,2019
1792,"Room 503, 5th floor, Dominion Centre, 43-59 Queen's Road East, Wan Chai, Hong Kong",卓越人力資源管理顧問,ExcelNet Total HR Solutions,Wan Chai District,hr@excelnet.com.hk,25233465,"Local Domestic Helpers, Office Staff / Executive Search",25255699,2007
1793,"Room 907 & 908, 9th floor, Apec Plaza, 49 Hoi Yuen Road, Kwun Tong, Kowloon",卓越人力資源管理顧問,ExcelNet Total HR Solutions,Kwun Tong District,CS@EXCELNET.COM.HK,25233465,Office Staff / Executive Search,25255699,2007
1794,"Unit A, 7th floor, Acro Industrial Building, 19 Yuk Yat Street, To Kwa Wan, Kowloon",卓盟人力資源有限公司,HUMAN DETECTOR LIMITED,Kowloon City District,None,23567739,Office Staff / Executive Search,34866193,2020
1795,"Flat 79, Ground floor, Maximall, Blocks 1-3, City Garden, 233 Electric Road, North Point, Hong Kong",卓誠僱傭中心,ABNC EMPLOYMENT AGENCIES CO.,Eastern District,abncmaid@yahoo.com.hk,25763600,"Local Domestic Helpers, Foreign Domestic Helpers",25762911,2004
1796,"17th floor, 80 Gloucester Road, Wan Chai, Hong Kong",卓達海外僱傭中心有限公司,Right Choice Overseas Employment Centre Limited,Wan Chai District,info@rightchoice.hk,30079141,Foreign Domestic Helpers,27813545,2000
1797,"Flat D, 6th floor, Causeway Tower, 16-22 Causeway Road, Causeway Bay, Hong Kong",卓達海外僱傭中心有限公司,Right Choice Overseas Employment Centre Limited,Wan Chai District,info@rightchoice.hk,30079141,Foreign Domestic Helpers,27628733,2015
1798,"16th floor, Tower 5, The Gateway, 15 Canton Road, Tsim Sha Tsui, Kowloon",卓雋人事顧問有限公司,NEWPAGES RECRUITMENT COMPANY LIMITED,Yau Tsim Mong District,info@newpages.hk,83430111,Office Staff / Executive Search,35983633,2016
1799,"2nd floor, Bonham Trade Centre, 50 Bonham Strand, Sheung Wan, Hong Kong",卓領人事顧問有限公司,Touch Consultancy Limited,Central and Western District,matthew@touchrecruiting.com,,Office Staff / Executive Search,25398860,2017
1800,"Room 1503, 15th floor, Yu Sung Boon Building, 107 Des Voeux Road Central, Central, Hong Kong",卓慧顧問公司,TOP RESOURCES CONSULTANCY COMPANY,Central and Western District,None,21519335,"Foreign Domestic Helpers, Office Staff / Executive Search",21519383,2013
1801,"Shop 221, 2nd floor, Yue Xiu Plaza, 9 Ning Yuen Street, San Po Kong, Kowloon",卓穎人事中介,PREEMINENCE HR AGENCY,Wong Tai Sin District,1060902635@qq.com,None,Office Staff / Executive Search,31746168,2020
1802,"Flat A, 13th floor, Golden Plaza, 745 Nathan Road, Mong Kok, Kowloon",卓濠行,SINAR JAYA CO.,Yau Tsim Mong District,admin@sinarjaya.com.hk,23942598,Foreign Domestic Helpers,29940868,2015
1803,"8th floor, Tung Yiu Commercial Building, 31A Wyndham Street, Central, Hong Kong",卓翹人才,Talent Power,Central and Western District,cv@wwhcc.com,None,Office Staff / Executive Search,None,2005
1804,"Flat D, 6th floor, Block 3, Granville Garden, 18 Pik Tin Street, Tai Wai, New Territories",卓暐僱傭中心,DY Employment Agency,Sha Tin District,info@dyagency.com,None,"Foreign Domestic Helpers, Office Staff / Executive Search",91385445,2011
