,Unnamed: 0,address,chinese_company_name,company_name,district,email,fax,placement_type,telephone,valid_license
1174,1174,"Flat 17A, 11th floor, Por Mee Factory Building, 500 Castle Peak Road, Lai Chi Kok, Kowloon",T & Y 華僑(海外)僱傭站,T&Y (Oversea) Employment Agency,Sham Shui Po District,ty.agency@yahoo.com,39968924,Foreign Domestic Helpers,39968925,2013
1175,1175,"Flat 15, 2nd floor, Block B, International Industrial Building, 501-503 Castle Peak Road, Lai Chi Kok, Kowloon",None,T ACADEMY,Sham Shui Po District,account01@t.academy,24563459,"Office Staff / Executive Search, Other Non-office Worker",24644595,2018
1176,1176,"Room 302, 11th floor, Sun Fung Industrial Building, 8-12 Ma Kok Street, Tsuen Wan, New Territories",None,T P G CONSULTANT COMPANY,Wan Chai District,tpg888@biznetvigator.com,28073878,Foreign Domestic Helpers,25114668,2013
1177,1177,"Unit 776, 7th floor, Low Block, Grand Millennium Plaza, 181 Queen's Road Central, Central, Hong Kong",None,TACK Savvy Consultant Limited,Central and Western District,kitty@tack-savvy.com,39569626,Office Staff / Executive Search,35116101,2019
1178,1178,"Unit 4317, 43rd floor, AIA Tower, 183 Electric Road, North Point, Hong Kong",None,TALENT ADVANCE LIMITED,Eastern District,po.tai@techadvance.com.hk,None,Other Non-office Worker,39505089,2018
1179,1179,"Room 602, 6th floor, Wah Yuen Building, 149 Queen's Road Central, Central, Hong Kong",None,TALENT PARTNER LIMITED,None,None,None,Office Staff / Executive Search,None,2011
1180,1180,"Workshop No. 3, 6th & 8th floor, The Factory, 1 Yip Fat Street, Wong Chuk Hang, Hong Kong",None,TAMMARAK LIMITED,Southern District,ewong@bsmemail.com,27233108,Office Staff / Executive Search,27230728,2016
1181,1181,"Unit 1202, 12th floor, Strand 50, 50 Bonham Strand, Sheung Wan, Hong Kong",None,TANGSPAC CONSULTING (HK) LIMITED,Central and Western District,conny.li@tangspac.com,31055575,Office Staff / Executive Search,25755587,2014
1182,1182,"Room 702, 7th floor, Chinachem Century Tower, 178 Gloucester Road, Wan Chai, Hong Kong",None,TAYLOR COULTER LIMITED,Wan Chai District,enquiries@taylorcoulter.com.hk,25286918,Office Staff / Executive Search,25286900,2010
1183,1183,"Unit 705, 7th floor, 9 Queen's Road Central, Central, Hong Kong",None,TAYLOR ROOT,Central and Western District,elaineso@thesrgroup.com,,Office Staff / Executive Search,30089000,2013
1184,1184,"Unit 16, 12th floor, Metro Centre, 32 Lam Hing Street, Kowloon Bay, Kowloon",None,TCL Recruitment Agency,Kwun Tong District,dave@talentcl.com,21119600,Office Staff / Executive Search,31718028,2014
1185,1185,"Room 608, 6th floor, Capitol Centre, 5-19 Jardine's Bazaar, Causeway Bay, Hong Kong",None,TEAM SPIRIT,Wan Chai District,teamspirit@hktrade.com,28909165,Office Staff / Executive Search,28810873,2018
1186,1186,"2nd floor, Bonham Circus, 40-44 Bonham Strand, Sheung Wan, Hong Kong",None,TEKI'SPIRE LIMITED,Central and Western District,stephen.tse@teki'spire.com,None,Office Staff / Executive Search,34272230,2018
1187,1187,"Level 18, Cambridge House, Taikoo Place, 979 King's Road, Quarry Bay, Hong Kong",None,TEKsystems,Eastern District,chris.croft@allegisgroup.com,34733100,Office Staff / Executive Search,34733111,2016
1188,1188,"Room 1001, 10th floor, Block A, Sea View Estate, 2-8 Watson Road, North Point, Hong Kong",None,TELEDIRECT HONG KONG LIMITED,None,None,None,Office Staff / Executive Search,None,2011
1189,1189,"Room 803, 8th floor, Loke Yew Building, 50-52 Queen's Road Central, Central, Hong Kong",None,THE BERRICK GROUP LIMITED,Central and Western District,stephen.small@berrickgroup.com,36222745,Office Staff / Executive Search,34688040,2010
1190,1190,"Room 1001-2, 10th floor, Wilson House, 19 Wyndham Street, Central, Hong Kong",None,THE CHANGE GROUP,Central and Western District,elaine.yim@thechangegroup.com,None,Other Non-office Worker,39053681,2018
1191,1191,"20th floor, Central Tower, 28 Queen's Road Central, Central, Hong Kong",None,THE CHAPMAN CONSULTING GROUP LIMITED,None,None,None,Office Staff / Executive Search,None,2013
1192,1192,"36th floor, PCCW Tower, 979 King's Road, Taikoo Place, Quarry Bay, Hong Kong",None,THE GATE LIMITED,Eastern District,info@thegate.com.hk,None,Office Staff / Executive Search,37278742,2016
1193,1193,"Room 1903, 19th floor, Emperor Group Centre, 288 Hennessy Road, Wan Chai, Hong Kong",None,THE HOMEWOOD GROUP LIMITED,Wan Chai District,info@homewood-group.com,None,Office Staff / Executive Search,81777247,2018
1194,1194,"Flat 1503, 15th floor, Ricky Centre, 36 Chong Yip Street, Kwun Tong, Kowloon",None,THE INSURANCE GROUP (ASIA) LIMITED,Kwun Tong District,bmok@theinsurancegroup-asia.com,None,Office Staff / Executive Search,98538165,2012
1195,1195,"Suite 1404, 14th floor, Tung Wai Commercial Building, 109-111 Gloucester Road, Wan Chai, Hong Kong",None,THE NANNY EXPERTS LIMITED,None,hello@thenannyexperts.hk,None,Other Non-office Worker,62956051,2014
1196,1196,"Room 5B, 19th floor, The Centrium, 60 Wyndham Street, Central, Hong Kong",None,THE OMERTA GROUP,Central and Western District,jeanne-mari.gericke@omerta-group.com,None,Office Staff / Executive Search,37025650,2009
1197,1197,"20th floor, Dina House, Ruttonjee Centre, 11 Duddell Street, Central, Hong Kong",None,THE OPTIONS GROUP (HONG KONG) LIMITED,Central and Western District,egong@optionsgroup.com,21551330,Office Staff / Executive Search,21551300,2011
1198,1198,"Unit 705, 7th floor, 9 Queen's Road Central, Central, Hong Kong",None,THE SR GROUP (HONG KONG) LIMITED,Central and Western District,elaineso@thesrgroup.com,None,Office Staff / Executive Search,30089095,2013
1199,1199,"Room 01, 5th floor, Tower 1, Enterprise Square, 9 Sheung Yuet Road, Kowloon Bay, Kowloon",None,THE STATION GROUP LIMITED,Kwun Tong District,,,Office Staff / Executive Search,28032335,2015
1200,1200,"Office A, 26th floor, King Palace Plaza, 55 King Yip Street, Kwun Tong, Kowloon",None,THE V EXECUTIVE SEARCH COMPANY LIMITED,Wan Chai District,inquiry@v-execsearch.com,None,Office Staff / Executive Search,37054843,2018
1201,1201,"Flat 430, 4th floor, Tung Hip Commercial Building, 244-248 Des Voeux Road Central, Sheung Wan, Hong Kong",None,THORNSTONE PROFESSIONAL SERVICES LIMITED,Central and Western District,michael_leung@thornstone.com.hk,,Office Staff / Executive Search,31760000,2010
1202,1202,"16th floor, The Hong Kong Club Building, 3A Chater Road, Central, Hong Kong",None,TIERONE CONSULTANTS,Central and Western District,natalia@tierone-asia.com,None,Office Staff / Executive Search,28689432,2018
1203,1203,"Level 27, Worldwide House, 19 Des Voeux Road Central, Central, Hong Kong",None,TOGNI & ZHAO LIMITED,Central and Western District,office@tognizhao.com,None,Other Non-office Worker,61906582,2012
1204,1204,"Suite 07, 15th floor, Emperor Group Centre, 288 Hennessy Road, Wan Chai, Hong Kong",None,TOP EXECUTIVE (ASIA) LIMITED,Central and Western District,jackiemak@topexecutive.com,28451811,Office Staff / Executive Search,28016080,2009
1205,1205,"Flat A, 1st floor, Kam Shing Building, 14-24 Stone Nullah Lane, Wan Chai, Hong Kong",None,TOP GAIN EMPLOYMENT AGENCY,Wan Chai District,burndychan@yahoo.com.hk,None,"Local Domestic Helpers, Foreign Domestic Helpers, Imported Worker",94993335,2018
1206,1206,"Unit 1002, 10th floor, Unicorn Trade Centre, 127-131 Des Voeux Road Central, Central, Hong Kong",None,TOPAZ CONSULTING,Central and Western District,nick.neal@pacificsearch.net,None,Office Staff / Executive Search,None,2019
1207,1207,"Room 206-207, 2nd floor, Wayland C & I Building, 131-132 Connaught Road West, Sheung Wan, Hong Kong",None,TP3 LIMITED,Central and Western District,merltp3employment@gmail.com,None,Foreign Domestic Helpers,36895588,2011
1208,1208,"Room 7, 5th floor, Premier Centre, 20 Cheung Shun Street, Cheung Sha Wan, Kowloon",None,TRANSPROTALENT LIMITED,Sham Shui Po District,OLI@TRANSPROTALENT.COM,None,Office Staff / Executive Search,56110071,2019
1209,1209,"Unit 2802, 28th floor, Tower I, Admiralty Centre, 18 Harcourt Road, Admiralty, Hong Kong",None,TRINITY SEARCH LIMITED,Central and Western District,admin@trinsearch.com,None,Office Staff / Executive Search,63745907,2018
1210,1210,"Room 100, 22nd floor, Yan's Tower, 27 Wong Chuk Hang Road, Aberdeen, Hong Kong",None,TRIPOD SOLUTIONS,Southern District,recruitment@tripodsolutions.biz,28135053,Office Staff / Executive Search,95083988,2016
1211,1211,"11th floor, V Heun Building, 138 Queen's Road Central, Central, Hong Kong",None,TSG Search Group Limited,Central and Western District,info@tsgsearchgroup.com,None,Office Staff / Executive Search,37035165,2017
1212,1212,"Units 1601-02, 16th floor, Car Po Commercial Building, 18-20 Lyndhurst Terrace, Central, Hong Kong",None,TTP CONSULTING LIMITED,Central and Western District,info@ttpconsulting.com.hk,24127033,Office Staff / Executive Search,28157706,2011
1213,1213,"Flat 11-12, 12th floor, Lladro Centre, 72 Hoi Yuen Road, Kwun Tong, Kowloon",None,TWINKLE CAREER LIMITED,Kwun Tong District,info@twinklecareer.com,36925643,Office Staff / Executive Search,36925641,2013
1214,1214,"Unit 384, 3rd floor, Peninsula Centre, 67 Mody Road, Tsim Sha Tsui, Kowloon",None,TYC EXECUTIVE SEARCH HK LIMITED,Yau Tsim Mong District,cheung.wong@tycoon.com.hk,35792721,Office Staff / Executive Search,69399687,2015
1215,1215,"Room 922, 9th floor, Phase 1, Metro Centre, 32 Lam Hing Street, Kowloon Bay, Kowloon",None,TaaS Group Limited,Kwun Tong District,hr@taas.com.hk,23602786,Office Staff / Executive Search,23602818,2018
1216,1216,"Room 04-05, 21st floor, Hang Seng North Point Building, 341 King's Road, North Point, Hong Kong",None,Tak Consulting Limited,Eastern District,aleung@takconsulting.com,28829601,Office Staff / Executive Search,21212328,2001
1217,1217,"22nd floor, On Hong Commercial Building, 145 Hennessy Road, Wan Chai, Hong Kong",None,Talegic Limited,Wan Chai District,LINKSPHIL@GMAIL.COM,None,Office Staff / Executive Search,39039088,2018
1218,1218,"Room C, 6th floor, World Trust Tower, 50 Stanley Street, Central, Hong Kong",None,Talent And Passion Limited,Central and Western District,info@talentandpassion.com.hk,21935167,Office Staff / Executive Search,21935127,2017
1219,1219,"Unit 1401-2, 14th floor, FWD Financial Centre, 308 Des Voeux Road Central, Sheung Wan, Hong Kong",None,Talent Axis Management Consulting Group Limited,Central and Western District,None,None,Office Staff / Executive Search,28030210,2013
1220,1220,"Unit 1825A-2, 18th floor, Star House, 3 Salisbury Road, Tsim Sha Tsui, Kowloon",None,Talent Blue Search Limited,Yau Tsim Mong District,info@talentbluesearch.com,29026557,Office Staff / Executive Search,23331778,2014
1221,1221,"Flat 1604, 16th floor, Nathan Centre, 580G Nathan Road, Mong Kok, Kowloon",None,Talent Connect Limited,Yau Tsim Mong District,Jobs@talentconnect.com.hk,None,Office Staff / Executive Search,35800896,2007
1222,1222,"Unit 12, 2nd floor, Fu Yip Building, 21-27 Station Lane, Hung Hom, Kowloon",None,Talent Hub Asia Limited,Kowloon City District,recruitment@talenthubasia.net,None,Office Staff / Executive Search,92782800,2019
1223,1223,"Level 27, World-Wide House, 19 Des Voeux Road Central, Central, Hong Kong",None,Talent Locator,None,None,None,Office Staff / Executive Search,None,2014
1224,1224,"Room 602, 6th floor, 168 Queen's Road Central, Central, Hong Kong",None,Talent Stork Limited,Central and Western District,seowthong@talentstork.com,None,Office Staff / Executive Search,58083666,2013
1225,1225,"Level 11, Tower II, Admiralty Centre, 18 Harcourt Road, Admiralty, Hong Kong",None,Talent Tap Group Limited,Central and Western District,shook.liu@talenttapgroup.com,None,Office Staff / Executive Search,21571715,2016
1226,1226,"Room 910, 9th floor, Wing On Centre, 211 Des Voeux Road Central, Sheung Wan, Hong Kong",None,Talent360,Central and Western District,admin@talent360recruitment.com,34262490,Office Staff / Executive Search,34262026,2017
1227,1227,"Suite 901, 9th floor, The Hong Kong Club Building, 3A Chater Road, Central, Hong Kong",None,Tara Brennan Consultancy Limited,Central and Western District,tara@brennanasia.com,None,Office Staff / Executive Search,22640115,2012
1228,1228,"Room 705, 7th floor, Sun House, 181 Des Voeux Road Central, Central, Hong Kong",None,Taylor Bennett Heyman,Central and Western District,ech@taylorbennettheyman.com,,Office Staff / Executive Search,98667195,2014
1229,1229,"Unit A, 14th floor, Casey Building, 38 Lok Ku Road, Sheung Wan, Hong Kong",None,Taylor Dunn International Limited,Central and Western District,dom@taylordunnconsulting.com,None,Office Staff / Executive Search,97688410,2017
1230,1230,"Unit 43, 1st floor, Carson Mansion, 121 King's Road, North Point, Hong Kong",None,Team Mate Employment Agency Limited,Eastern District,None,None,Foreign Domestic Helpers,96406869,2013
1231,1231,"Unit 4317, 43rd floor, AIA Tower, 183 Electric Road, North Point, Hong Kong",None,Tech Advance Consultancy Limited,Eastern District,po.tai@techadvance.com.hk,None,Other Non-office Worker,39505089,2018
1232,1232,"Room 1601, 16th floor, Chow Tai Fook Centre, 580A-580F Nathan Road, Mong Kok, Kowloon",None,Tech One Services Limited,Yau Tsim Mong District,None,None,Office Staff / Executive Search,67097707,2018
1233,1233,"Flat A, 12th floor, Tower 3, Greenery Place, 1 Town Park Road South, Yuen Long, New Territories",None,TenTen Partners (Hong Kong) Limited,Yuen Long District,None,None,Office Staff / Executive Search,None,2019
1234,1234,"Room 2207-9, 22nd floor, Tower II, Lippo Centre, 89 Queensway, Admiralty, Hong Kong",None,The Career Works Limited,Central and Western District,info@thecareerworks.com,25308144,"Office Staff / Executive Search, Imported Worker",25308830,2001
1235,1235,"Shop 2, Ground floor, One Midtown, 11 Hoi Shing Road, Tsuen Wan, New Territories",None,The Coffee Pro Limited,Tsuen Wan District,info@coffeepro.com.hk,27420009,Other Non-office Worker,27422234,2018
1236,1236,"23rd floor, On Building, 162 Queen's Road Central, Central, Hong Kong",None,The Edge Partnership Holdings Limited,Central and Western District,mandy@theedgeinasia.com,None,Office Staff / Executive Search,39527205,2013
1237,1237,"27th floor, World-Wide House, 19 Des Voeux Road Central, Central, Hong Kong",None,The Fathoms Group Limited,Central and Western District,lily.liu@fathomsgroup.com,39770800,Office Staff / Executive Search,39770507,2019
1238,1238,"21st floor, On Hing Building, 1 On Hing Terrace, Central, Hong Kong",None,The French Chamber of Commerce and Industry in Hong Kong,Central and Western District,sophie.leconte@fccihk.com,None,Office Staff / Executive Search,22947716,1999
1239,1239,"Level 82, International Commerce Centre, 1 Austin Road West, Jordan, Kowloon",None,The G.R.A.C.E Recruitment Group,Yau Tsim Mong District,julio.orr@gracerecruitmentgroup.com,None,Office Staff / Executive Search,95287433,2015
1240,1240,"5 Tai Mong Tsai Road, Sai Kung, New Territories",None,The Hayes Group,None,None,None,Office Staff / Executive Search,None,2006
1241,1241,"66th floor, The Center, 99 Queen's Road Central, Central, Hong Kong",None,The JLC Group Limited,Central and Western District,joeylai@jlcgrouphk.com,39653222,Office Staff / Executive Search,31940688,2019
1242,1242,"Level 8, Tower II, Admiralty Centre, 18 Harcourt Road, Admiralty, Hong Kong",None,The Koios Limited,None,None,None,Office Staff / Executive Search,None,2015
1243,1243,"Office 23-012, 23th floor, LKF Tower, 33 Wyndham Street, Central, Hong Kong",None,The Lable Group Limited,Central and Western District,stephen.lable@lablegroup.com,None,Office Staff / Executive Search,62870177,2019
1244,1244,"6th floor, LKF 29, 29 Wyndham Street, Central, Hong Kong",None,The Laurus Group Limited,Central and Western District,jason@thelaurusgroup.com,25214456,"Office Staff / Executive Search, Other Non-office Worker",25213456,2006
1245,1245,"Unit 10-106, 10th floor, 40-44 Bonham Strand, Sheung Wan, Hong Kong",None,The Meliora Group Limited,Central and Western District,info@meliora.group,None,Office Staff / Executive Search,60869879,2019
1246,1246,"Room 1101, 11th floor, Lee Garden Two, 28 Yun Ping Road, Causeway Bay, Hong Kong",None,The Office Limited,Wan Chai District,rachelta@theoffice.com.hk,None,Office Staff / Executive Search,39510123,2016
1247,1247,"Flat 1601, 16th floor, Asia Pacific Centre, 8 Wyndham Street, Central, Hong Kong",None,The Profile Group (HK) Limited,Central and Western District,contacthk@profileasia.com,21561990,Office Staff / Executive Search,35896800,2005
1248,1248,"Shop 195, New Trend Plaza, 278-288 King's Road, North Point, Hong Kong",None,Tin Yan Company Hong Kong,Eastern District,tinyancompany@yahoo.com.hk,None,"Local Domestic Helpers, Other Non-office Worker",25789238,2013
1249,1249,"Room 16B, Ground floor, Sheung Sze Wan Village, Clear Water Bay, Sai Kung, New Territories",None,Tip Top Recruitment Agency,Sai Kung District,tiptoprecruitment@gmail.com,34687976,"Local Domestic Helpers, Foreign Domestic Helpers",63381513,2017
1250,1250,"Room 1008, 10th floor, Prosperity Millennia Plaza, 663 King's Road, Quarry Bay, Hong Kong",None,Togher Group Limited,Eastern District,None,None,Office Staff / Executive Search,None,2017
1251,1251,"Room 1102, 11th floor, Sino Centre, 582-592 Nathan Road, Mong Kok, Kowloon",None,Top Make Enterprise,Yau Tsim Mong District,topmaids@netvigator.com,27801903,Foreign Domestic Helpers,27830303,1997
